Running program with arguments problem size (12)
34,68,4,113
Running program with arguments problem size (24)
17,216,7,247
Running program with arguments problem size (48)
15,394,8,422
Running program with arguments problem size (96)
19,488,23,539
Running program with arguments problem size (192)
24,540,29,619
Running program with arguments problem size (384)
32,539,119,816
Running program with arguments problem size (768)
54,874,403,1470
Running program with arguments problem size (1536)
108,1910,1195,3747
Running program with arguments problem size (3072)
745,5217,2451,8914
Running program with arguments problem size (6144)
6178,20202,5855,33323
